pair_id,query_path,reference_path,control_points_path,query_width,query_height,reference_width,reference_height,reference_scale_x,reference_scale_y,control_point_count,query_sha256,reference_sha256,control_points_sha256
61,data/FIMD/61_r_t/61_t.jpg,data/FIMD/61_r_t/61_r.jpg,data/FIMD/61_r_t/control_points_61_r_t.txt,2592,1728,3888,2592,0.666666666667,0.666666666667,12,c13412a4052538a1e407bf7151f60e3ebbc7625ce8c86b65d9a9afc8109db8c2,4d41c31f56b9f4e7fa40e3ce4084443634d21d2c47ddef932b4e7ccdda7cd129,215642215689c248ca8978739dc1a7cc26ef5c40f151b4539bc2f7447069c8b8
62,data/FIMD/62_r_t/62_t.jpg,data/FIMD/62_r_t/62_r.jpg,data/FIMD/62_r_t/control_points_62_r_t.txt,2592,1728,3888,2592,0.666666666667,0.666666666667,12,a89202c9d46613e9193628a349e6f9298eaa17a52c3e8e595d951ef790165afb,92cba0e0dbb5200161a804767063311d1a376804bcc961d402471955188290f4,6e7a78cfb4e10dba536bdd9b543868ea4d29c53e4f323c786e4bd0b73a196b4b
63,data/FIMD/63_r_t/63_t.jpg,data/FIMD/63_r_t/63_r.jpg,data/FIMD/63_r_t/control_points_63_r_t.txt,2544,1696,2544,1696,1.000000000000,1.000000000000,12,78290dacd371e434577d102ebf4f55ec7d0d4526e3bcec48b25e35a631df7e14,79e76966d8f3722c416e05d094a1983c0d070470b34ff652ca78c4de8d344a2c,723bc55383a4306a7fc3ae0f8879591c7edba51abe9e93d1f9c5775942f1ec56
64,data/FIMD/64_r_t/64_t.jpg,data/FIMD/64_r_t/64_r.jpg,data/FIMD/64_r_t/control_points_64_r_t.txt,2544,1696,2544,1696,1.000000000000,1.000000000000,12,2f4f43c08731c4472dc331fe1f45aeaae0d151c1a69b68d54087cae64207b8cd,1df6b59200aaf7855c56d259c09b1e61ec1fba2b3e634f2017b38cb43de50330,8bc43ee4f5c2f7c278b24450a9093147f6695f02bebdf089694241c8f50319a2
65,data/FIMD/65_r_t/65_t.jpg,data/FIMD/65_r_t/65_r.jpg,data/FIMD/65_r_t/control_points_65_r_t.txt,2592,1728,2544,1696,1.018867924528,1.018867924528,12,48a3ed8892ef9cd893a75fe21e374ee05c2b0f6b0ba5e20e67a25dac5a02404d,79e76966d8f3722c416e05d094a1983c0d070470b34ff652ca78c4de8d344a2c,d87b81682dce2c615fbe6953481b19ca20093920d03736c3355e36ad4c33f9cb
66,data/FIMD/66_r_t/66_t.jpg,data/FIMD/66_r_t/66_r.jpg,data/FIMD/66_r_t/control_points_66_r_t.txt,2592,1728,2544,1696,1.018867924528,1.018867924528,12,cf449de79c96c1b2fd65854ca3d075a16f1224a3cc502a24fe621642ada4dad3,1df6b59200aaf7855c56d259c09b1e61ec1fba2b3e634f2017b38cb43de50330,a736332b771dec40f618eccac0bd039e5ae40f56f63402c5a19221343d665f98
67,data/FIMD/67_r_t/67_t.jpg,data/FIMD/67_r_t/67_r.jpg,data/FIMD/67_r_t/control_points_67_r_t.txt,1924,1556,2544,1696,0.756289308176,0.917452830189,12,7f9e613784401b957776630c04ae5063a60338344687838e3075f88b465c34ed,79e76966d8f3722c416e05d094a1983c0d070470b34ff652ca78c4de8d344a2c,ce11b0cacf257b21e22ed5d93c14b696fd6702e503cd2ce583cfd604b0c33fe2
68,data/FIMD/68_r_t/68_t.jpg,data/FIMD/68_r_t/68_r.jpg,data/FIMD/68_r_t/control_points_68_r_t.txt,1924,1556,2544,1696,0.756289308176,0.917452830189,12,93e04c705cb8bdaa32ac32e9a965bbbe80c3fea647b72e423d234d2683be4839,1df6b59200aaf7855c56d259c09b1e61ec1fba2b3e634f2017b38cb43de50330,a93688771771704af37b55b1111cfb8569fa9562f63fedeb4f89481ddd6e51d3
69,data/FIMD/69_r_t/69_t.jpg,data/FIMD/69_r_t/69_r.jpg,data/FIMD/69_r_t/control_points_69_r_t.txt,2592,1728,2544,1696,1.018867924528,1.018867924528,12,c13412a4052538a1e407bf7151f60e3ebbc7625ce8c86b65d9a9afc8109db8c2,79e76966d8f3722c416e05d094a1983c0d070470b34ff652ca78c4de8d344a2c,679575e5962e287ae601c95209b8c46d36bc609e3f1ff305631e70986a95b12e
70,data/FIMD/70_r_t/70_t.jpg,data/FIMD/70_r_t/70_r.jpg,data/FIMD/70_r_t/control_points_70_r_t.txt,2592,1728,2544,1696,1.018867924528,1.018867924528,12,a89202c9d46613e9193628a349e6f9298eaa17a52c3e8e595d951ef790165afb,1df6b59200aaf7855c56d259c09b1e61ec1fba2b3e634f2017b38cb43de50330,adf359da1681022c8d52f20a0d8de9329be8d2c39ac0676e7e070f4437d308c1
